wavelengths,flux
0.95,-39.87482579508385
0.9515856236786469,-39.86925870211765
0.9531712473572939,-39.86368516305486
0.9547568710359408,-39.85814004019848
0.9563424947145877,-39.85259669743921
0.9579281183932347,-39.84706699053199
0.9595137420718816,-39.84154295702115
0.9610993657505285,-39.83602531593505
0.9626849894291755,-39.83051356906344
0.9642706131078224,-39.825006736586204
0.9658562367864693,-39.81951268285978
0.9674418604651163,-39.814048852364586
0.9690274841437632,-39.808587350081815
0.9706131078224101,-39.80313458091154
0.9721987315010571,-39.79768647537987
0.973784355179704,-39.7922706898622
0.9753699788583509,-39.7868911621818
0.9769556025369979,-39.78152502092833
0.9785412262156448,-39.77617763507212
0.9801268498942917,-39.77083112091493
0.9817124735729387,-39.76549861541417
0.9832980972515856,-39.76019126673182
0.9848837209302326,-39.75488679855879
0.9864693446088795,-39.74959443113342
0.9880549682875264,-39.744294435783885
0.9896405919661733,-39.73902537519621
0.9912262156448203,-39.73376500710204
0.9928118393234672,-39.72850954418602
0.9943974630021142,-39.7233091580189
0.9959830866807611,-39.7180743394894
0.997568710359408,-39.71285775675337
0.999154334038055,-39.7076449359855
1.0007399577167018,-39.70243961540202
1.0023255813953489,-39.69725104712812
1.0039112050739958,-39.69206632122358
1.0054968287526427,-39.68637849948701
1.0070824524312896,-39.6812241562262
1.0086680761099365,-39.676074918083025
1.0102536997885834,-39.67094708484713
1.0118393234672305,-39.66583427081413
1.0134249471458774,-39.660714352486025
1.0150105708245243,-39.655582971648926
1.0165961945031712,-39.65043071433446
1.018181818181818,-39.64528343660193
1.019767441860465,-39.640094345740685
1.021353065539112,-39.634939769543685
1.022938689217759,-39.62972586856441
1.0245243128964059,-39.62458573219819
1.0261099365750528,-39.61960915564642
1.0276955602536997,-39.61460765335813
1.0292811839323468,-39.609616285264835
1.0308668076109937,-39.60457205699248
1.0324524312896406,-39.599537751953726
1.0340380549682875,-39.59452555920725
1.0356236786469344,-39.58949933531053
1.0372093023255813,-39.58460741877201
1.0387949260042282,-39.58038623812079
1.0403805496828753,-39.575459829230084
1.0419661733615222,-39.57053677776496
1.043551797040169,-39.56561827103039
1.045137420718816,-39.56073489910496
1.0467230443974629,-39.55584685303693
1.04830866807611,-39.55100629254779
1.049894291754757,-39.54613230800342
1.0514799154334038,-39.54123845123047
1.0530655391120507,-39.536268908288825
1.0546511627906976,-39.53142024444759
1.0562367864693445,-39.526626235103514
1.0578224101479916,-39.521802476068295
1.0594080338266385,-39.51700729783558
1.0609936575052854,-39.51273372494897
1.0625792811839323,-39.50793874245794
1.0641649048625792,-39.502641624125005
1.065750528541226,-39.49785887340157
1.0673361522198732,-39.49356724101447
1.06892177589852,-39.48880111218326
1.070507399577167,-39.48358235360864
1.072093023255814,-39.47930141618511
1.0736786469344608,-39.47411017101607
1.0752642706131077,-39.46987227380891
1.0768498942917548,-39.46516447156994
1.0784355179704017,-39.46046645101299
1.0800211416490486,-39.455772796846595
1.0816067653276955,-39.4510947617518
1.0831923890063424,-39.44641885215918
1.0847780126849895,-39.441740903362025
1.0863636363636364,-39.437083122281926
1.0879492600422833,-39.43246043739703
1.0895348837209302,-39.4278413629764
1.091120507399577,-39.42321805463201
1.092706131078224,-39.41860596052079
1.094291754756871,-39.41399764501392
1.095877378435518,-39.40940377710232
1.097463002114165,-39.404778016009686
1.0990486257928118,-39.400141391347105
1.1006342494714587,-39.3955205935462
1.1022198731501056,-39.39088211714786
1.1038054968287527,-39.38628473522146
1.1053911205073996,-39.3816623345328
1.1069767441860465,-39.377991467238374
1.1085623678646934,-39.37341160293226
1.1101479915433403,-39.368851069580344
1.1117336152219872,-39.364284899337015
1.1133192389006341,-39.35974062989983
1.1149048625792812,-39.355192056625796
1.1164904862579281,-39.35066879706944
1.118076109936575,-39.34613894636181
1.119661733615222,-39.34162967807549
1.1212473572938688,-39.33712583909839
1.122832980972516,-39.332627329306625
1.1244186046511628,-39.328152651487876
1.1260042283298097,-39.32367155954653
1.1275898520084566,-39.319214296639174
1.1291754756871035,-39.314758622837616
1.1307610993657504,-39.31032409796957
1.1323467230443973,-39.30588528112346
1.1339323467230444,-39.30146322776771
1.1355179704016913,-39.297042612269465
1.1371035940803382,-39.292629422672654
1.1386892177589851,-39.2882602335895
1.140274841437632,-39.28385681576076
1.1418604651162791,-39.27946465979604
1.143446088794926,-39.2750752891569
1.145031712473573,-39.27069620967502
1.1466173361522198,-39.266322335159316
1.1482029598308667,-39.26195983953362
1.1497885835095136,-39.25760210860043
1.1513742071881607,-39.25325341803575
1.1529598308668076,-39.24891470134856
1.1545454545454545,-39.24458572317125
1.1561310782241014,-39.24026329279511
1.1577167019027483,-39.23595157256432
1.1593023255813952,-39.23165073009148
1.1608879492600424,-39.22735650516851
1.1624735729386892,-39.22307705665034
1.1640591966173361,-39.2182632644309
1.165644820295983,-39.21397297699719
1.16723044397463,-39.20970210102935
1.1688160676532768,-39.205427588632354
1.170401691331924,-39.201147072237845
1.1719873150105709,-39.19735930168502
1.1735729386892177,-39.193522351761665
1.1751585623678646,-39.18924807889245
1.1767441860465115,-39.184971825466995
1.1783298097251587,-39.180683731095826
1.1799154334038056,-39.176377879040864
1.1815010570824525,-39.17206900630043
1.1830866807610994,-39.16774687836702
1.1846723044397462,-39.16343122641322
1.1862579281183931,-39.1591715061151
1.18784355179704,-39.154899136950405
1.1894291754756872,-39.150629528557594
1.191014799154334,-39.146311943687266
1.192600422832981,-39.14204433782137
1.1941860465116279,-39.137657686341925
1.1957716701902747,-37.59345114267139
1.1973572938689219,-37.513066997701564
1.1989429175475688,-37.5086457303635
1.2005285412262157,-37.50411034466872
1.2021141649048626,-37.49960166732855
1.2036997885835095,-37.49509639035709
1.2052854122621564,-37.49061173882321
1.2068710359408032,-37.48614563388865
1.2084566596194504,-37.48167341195274
1.2100422832980973,-37.477236393721675
1.2116279069767442,-37.472811804355324
1.213213530655391,-37.46840940667746
1.2147991543340382,-37.463995337554046
1.216384778012685,-37.4596072855477
1.217970401691332,-37.45521666190494
1.2195560253699789,-37.45083615388249
1.2211416490486258,-37.446505088265205
1.2227272727272727,-37.44222369246775
1.2243128964059196,-37.43790465538893
1.2258985200845665,-37.43360055980656
1.2274841437632136,-37.42931068933307
1.2290697674418605,-37.425017427051166
1.2306553911205074,-37.42068190047159
1.2322410147991543,-37.416339617513806
1.2338266384778014,-37.411961610310605
1.2354122621564483,-37.414263534886686
1.2369978858350952,-37.40394076533684
1.238583509513742,-37.24714332155229
1.240169133192389,-37.395484898712624
1.2417547568710359,-37.3912695504705
1.2433403805496828,-37.38702380129439
1.2449260042283297,-37.382760149744534
1.2465116279069768,-37.37849413713236
1.2480972515856237,-37.374246727329705
1.2496828752642706,-37.369935925409465
1.2512684989429175,-37.365642388081504
1.2528541226215646,-37.361276998293675
1.2544397463002115,-37.35703256067088
1.2560253699788584,-37.3528300157082
1.2576109936575053,-37.34861580640825
1.2591966173361522,-37.344534696260055
1.260782241014799,-37.3404387973154
1.262367864693446,-37.336483522441966
1.263953488372093,-37.33240999610653
1.26553911205074,-37.328441604410884
1.2671247357293869,-37.32461785270673
1.2687103594080338,-37.32065405784943
1.2702959830866807,-37.31672010665144
1.2718816067653278,-37.31296898994695
1.2734672304439747,-37.309081848957135
1.2750528541226216,-37.30521565486652
1.2766384778012685,-37.30128368396372
1.2782241014799154,-37.14799166755731
1.2798097251585623,-37.29338441867877
1.2813953488372092,-37.28914420541959
1.2829809725158563,-37.284578563034025
1.2845665961945032,-37.28034350577553
1.28615221987315,-37.276337077522555
1.287737843551797,-37.27261460367537
1.2893234672304439,-37.278666007087324
1.290909090909091,-37.265823360043
1.292494714587738,-37.262115311517405
1.2940803382663848,-37.25831833147433
1.2956659619450317,-37.25446284687623
1.2972515856236786,-37.25062464060919
1.2988372093023255,-37.24698073768652
1.3004228329809724,-37.24330645964159
1.3020084566596195,-37.2393978986168
1.3035940803382664,-37.235663384806905
1.3051797040169133,-37.231915015278375
1.3067653276955602,-37.22808959617723
1.3083509513742073,-37.2243080899138
1.3099365750528542,-37.22054094224717
1.311522198731501,-37.21682678292213
1.313107822410148,-37.21305518296672
1.314693446088795,-37.20936148120151
